Scenario;Region;Sector;Set;Name;Description;Unit;Type;Sub type;Lim type;Time slice level;Peak time slice
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-M_C_CO_;Positive dummy var for UC: Retrofit_Max-M_C_CO;UCU;NRG;dummy;;;
UC_Linking_Cap_HP-Retrofit;RW;-;NRG;UC_Linking_Cap_Ret-HP_;Positive dummy var for UC: UC_Linking_Cap_Ret-HP;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits3Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits3Fac1989_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;IND_bil2025CPS_;Positive dummy var for UC: IND_bil2025CPS;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Sols4Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols4Fac1976_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;PV_resentiel_;Positive dummy var for UC: PV_resentiel;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_MursAppa1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_MursAppa1976_MaxNcap;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-T_C_BA_;Positive dummy var for UC: Retrofit_Max-T_C_BA;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_MursAppa1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_MursAppa1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Sols3Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols3Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Murs3Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs3Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Murs3Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs3Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits2Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits2Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_MursAppa1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_MursAppa1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-T_C_BP_;Positive dummy var for UC: Retrofit_Max-T_C_BP;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits4Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits4Fac1945_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_IND_moderation_biom_;Positive dummy var for UC: UC_IND_moderation_biom;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols2Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols2Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits2Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits2Fac1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-S_C_BA_;Positive dummy var for UC: Retrofit_Max-S_C_BA;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Murs4Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs4Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-F_C_BA_;Positive dummy var for UC: Retrofit_Max-F_C_BA;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols3Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols3Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-F_C_CS_;Positive dummy var for UC: Retrofit_Max-F_C_CS;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-S_C_BA_;Positive dummy var for UC: Retrofit_Max-S_C_BA;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-S_C_BP_;Positive dummy var for UC: Retrofit_Max-S_C_BP;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols4Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols4Fac1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_ToitsAppa1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_ToitsAppa1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-M_C_BP_;Positive dummy var for UC: Retrofit_Max-M_C_BP;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Murs4Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs4Fac1945_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-F_C_CO_;Positive dummy var for UC: Retrofit_Max-F_C_CO;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_MursAppa1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_MursAppa1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Murs3Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs3Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits2Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits2Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Murs2Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs2Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_FenetresAppa1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_FenetresAppa1976_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-F-R_;Positive dummy var for UC: Retrofit_Max-F-R;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_ToitsAppa1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_ToitsAppa1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Fenetres3Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres3Fac1945_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-S_C_SA_;Positive dummy var for UC: Retrofit_Max-S_C_SA;UCU;NRG;dummy;;;
CO2_Target_Cum;RW;-;NRG;UC_CUMCO2-NETS_203050_;Positive dummy var for UC: UC_CUMCO2-NETS_203050;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Sols2Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols2Fac1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-F_C_SA_;Positive dummy var for UC: Retrofit_Max-F_C_SA;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Murs3Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs3Fac1958_MaxNcap;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-T_C_BP_;Positive dummy var for UC: Retrofit_Max-T_C_BP;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits2Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits2Fac1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres3Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres3Fac1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits3Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits3Fac1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_ToitsAppa1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_ToitsAppa1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres4Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres4Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Fenetres2Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres2Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits3Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits3Fac1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols2Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols2Fac1958_MaxNcap;UCU;NRG;dummy;;;
UC_Emissions_ETS_capture;RW;-;NRG;Link_IND_CO2c_CO2us_;Positive dummy var for UC: Link_IND_CO2c_CO2us;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-T_C_BP_;Positive dummy var for UC: Retrofit_Max-T_C_BP;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-T_C_EN_;Positive dummy var for UC: Retrofit_Max-T_C_EN;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_SolsAppa1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_SolsAppa1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_FenetresAppa1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_FenetresAppa1989_MaxNcap;UCU;NRG;dummy;;;
CO2_Target_Cum;RW;-;NRG;UC_CUMCO2-NETS_2050_;Positive dummy var for UC: UC_CUMCO2-NETS_2050;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_IND_moderation_bioCHP_lo_;Positive dummy var for UC: UC_IND_moderation_bioCHP_lo;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-M-R_;Positive dummy var for UC: Retrofit_Max-M-R;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_SolsAppa2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_SolsAppa2005_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-T_C_CO_;Positive dummy var for UC: Retrofit_Max-T_C_CO;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-T_C_SA_;Positive dummy var for UC: Retrofit_Max-T_C_SA;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Fenetres2Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres2Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_SolsAppa1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_SolsAppa1989_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_WAM_ELC_WIN2025_;Positive dummy var for UC: UC_WAM_ELC_WIN2025;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-M_C_BA_;Positive dummy var for UC: Retrofit_Max-M_C_BA;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Sols3Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols3Fac1989_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-T-R_;Positive dummy var for UC: Retrofit_Max-T-R;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_WAM_ELC_WIN2020_;Positive dummy var for UC: UC_WAM_ELC_WIN2020;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-F_C_SA_;Positive dummy var for UC: Retrofit_Max-F_C_SA;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits4Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits4Fac1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Fenetres3Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres3Fac1989_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_switch_COM_moderation_GAS_;Positive dummy var for UC: UC_switch_COM_moderation_GAS;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits2Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits2Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-T_C_EN_;Positive dummy var for UC: Retrofit_Max-T_C_EN;UCU;NRG;dummy;;;
Capacity_stock_CO2;RW;-;NRG;Storage_comcum_MAX_;Positive dummy var for UC: Storage_comcum_MAX;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres3Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres3Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits4Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits4Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_SolsAppa1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_SolsAppa1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits4Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits4Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits2Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits2Fac2005_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-T_C_EN_;Positive dummy var for UC: Retrofit_Max-T_C_EN;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres4Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres4Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_SolsAppa1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_SolsAppa1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres3Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres3Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Murs4Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs4Fac1976_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_switch_RSD_moderation_LPG_;Positive dummy var for UC: UC_switch_RSD_moderation_LPG;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_WAM_ELC_CHPIND2025_;Positive dummy var for UC: UC_WAM_ELC_CHPIND2025;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits3Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits3Fac2005_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_switch_RSD_moderation_GMX_;Positive dummy var for UC: UC_switch_RSD_moderation_GMX;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_FenetresAppa1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_FenetresAppa1976_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;IND_bil2020GMX_;Positive dummy var for UC: IND_bil2020GMX;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-S_C_EN_;Positive dummy var for UC: Retrofit_Max-S_C_EN;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;IND_bil2025GMX_;Positive dummy var for UC: IND_bil2025GMX;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;IND_bil2020CPS_;Positive dummy var for UC: IND_bil2020CPS;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits4Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits4Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-F_C_BA_;Positive dummy var for UC: Retrofit_Max-F_C_BA;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits4Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits4Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres2Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres2Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols4Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols4Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols3Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols3Fac1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Murs3Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs3Fac1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-F_C_CS_;Positive dummy var for UC: Retrofit_Max-F_C_CS;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Fenetres3Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres3Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_MursAppa2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_MursAppa2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-T_C_CO_;Positive dummy var for UC: Retrofit_Max-T_C_CO;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-S_C_BP_;Positive dummy var for UC: Retrofit_Max-S_C_BP;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_FenetresAppa1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_FenetresAppa1945_MaxNcap;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-S_C_CO_;Positive dummy var for UC: Retrofit_Max-S_C_CO;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_WAM_ELC_hyd_;Positive dummy var for UC: UC_WAM_ELC_hyd;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_SolsAppa1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_SolsAppa1958_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_switch_RSD_moderation_OIL_;Positive dummy var for UC: UC_switch_RSD_moderation_OIL;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;IND_bilan20_COA_;Positive dummy var for UC: IND_bilan20_COA;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres2Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres2Fac1976_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-M_C_CO_;Positive dummy var for UC: Retrofit_Max-M_C_CO;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_WEM_ELC_PV_35_;Positive dummy var for UC: UC_WEM_ELC_PV_35;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Murs4Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs4Fac1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Sols4Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols4Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Fenetres4Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres4Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_ToitsAppa1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_ToitsAppa1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits2Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits2Fac1958_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;IND_bil2022ELC_;Positive dummy var for UC: IND_bil2022ELC;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_FenetresAppa1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_FenetresAppa1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits2Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits2Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Murs2Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs2Fac1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_SolsAppa1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_SolsAppa1945_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_WAM_ELC_PV2020_;Positive dummy var for UC: UC_WAM_ELC_PV2020;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-F_C_CS_;Positive dummy var for UC: Retrofit_Max-F_C_CS;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-S_C_BP_;Positive dummy var for UC: Retrofit_Max-S_C_BP;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits3Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits3Fac1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_MursAppa1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_MursAppa1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits2Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits2Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols3Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols3Fac1958_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-S_C_BP-;Negative dummy var for UC: Retrofit_Max-S_C_BP;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres2Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres2Fac1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-T_C_BA_;Positive dummy var for UC: Retrofit_Max-T_C_BA;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols3Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols3Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols2Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols2Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_SolsAppa1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_SolsAppa1976_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;IND_bil2020ELC_;Positive dummy var for UC: IND_bil2020ELC;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits3Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits3Fac1976_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-S-R_;Positive dummy var for UC: Retrofit_Max-S-R;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_WAM_ELC_CHPIND2020_;Positive dummy var for UC: UC_WAM_ELC_CHPIND2020;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Fenetres2Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres2Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_MursAppa1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_MursAppa1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Murs2Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs2Fac1945_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;RSD_PEL_Chaudiere_prime_;Positive dummy var for UC: RSD_PEL_Chaudiere_prime;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits3Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits3Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_FenetresAppa1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_FenetresAppa1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Murs2Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs2Fac1958_MaxNcap;UCU;NRG;dummy;;;
