Scenario;Region;Sector;Set;Name;Description;Activity unit;Capacity unit;Type;Sub type;Primary commodity group;Time slice level;Vintage
COM-NewTechs_V02;RW;COM;.PRE.;CHNBPGEO101;Com Space Heat New FC - NBP - GEO101;PJ;GW;PRE;-;CHNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNBPGMX201;Com Space Heat New Boiler - NBP - GMX201;PJ;GW;PRE;-;CHNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNBPGMX401;Com Space Heat New Boiler - NBP - GMX401;PJ;GW;PRE;-;CHNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNBPGMXHP201;Com Space Heat New Heat Pump - NBP - GMX201;PJ;GW;PRE;-;CHNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNBPGMXHP202;Com Space Heat New Heat Pump - NBP - GMX202;PJ;GW;PRE;-;CHNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNBPLPG201;Com Space Heat New Boiler - NBP - LPG201;PJ;GW;PRE;-;CHNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNBPLPGHP202;Com Space Heat New Heat Pump - NBP - LPG202;PJ;GW;PRE;-;CHNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNBPOIL201;Com Space Heat New Boiler - NBP - OIL201;PJ;GW;PRE;-;CHNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CLIGNBPELC301;CLIGNBPELC301;PJ;GW;PRE;-;CLIGNBP;ANNUAL;0,00
BASE;RW;SUP;.MIN.IRE.;MINBIOGZH;Biogas injected;PJ;-;IRE;-;BIOGZH;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CLIGNBPELC401;CLIGNBPELC401;PJ;GW;PRE;-;CLIGNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CLIGNBPELC501;CLIGNBPELC501;PJ;GW;PRE;-;CLIGNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWBPSOL101;Com Water Heat New Boiler - NBP - SOL101;PJ;GW;PRE;-;CWBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNBPELC101;Com Water Heat New Boiler - NBP - ELC101;PJ;GW;PRE;-;CWNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNBPELCHP201;Com Water Heat New Boiler - NBP - ELC201;PJ;GW;PRE;-;CWNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNBPGEO101;Com Water Heat New Boiler - NBP - GEO101;PJ;GW;PRE;-;CWNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNBPGMX101;Com Water Heat New Boiler - NBP - GMX101;PJ;GW;PRE;-;CWNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNBPLPG101;Com Water Heat New Boiler - NBP - LPG101;PJ;GW;PRE;-;CWNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNBPOIL101;Com Water Heat New Boiler - NBP - OIL101;PJ;GW;PRE;-;CWNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNBPPEL101;Com Water Heat New Boiler - NBP - PEL101;PJ;GW;PRE;-;CWNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNBPSOLD101;Com Water Heat New Boiler with back up - NBP - OIL101;PJ;GW;PRE;-;CWNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNBPSOLE101;Com Water Heat New Boiler with back up - NBP - ELC101;PJ;GW;PRE;-;CWNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNBPSOLG101;Com Water Heat New Boiler with back up - NBP - GMX101;PJ;GW;PRE;-;CWNBP;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCCOELC101;Com Space Cool New - CO - ELC101;PJ;GW;PRE;-;CCCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCCOELC201;Com Space Cool New - CO - ELC201;PJ;GW;PRE;-;CCCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCCOELC301;Com Space Cool New - CO - ELC301;PJ;GW;PRE;-;CCCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCCOELC401;Com Space Cool New - CO - ELC401;PJ;GW;PRE;-;CCCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCCOELCHP101;Com Space Cool New - CO - ELC101;PJ;GW;PRE;-;CCCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCNCOGMXHP101;Com Space Cool New - NCO - GMX101;PJ;GW;PRE;-;CCNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCOELC101;Com Space Heat New Boiler - NCO - ELC101;PJ;GW;PRE;-;CHNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCOELC201;Com Space Heat New Boiler - NCO - ELC201;PJ;GW;PRE;-;CHNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCOELCHP201;Com Space Heat New Heat pump - NCO - ELC201;PJ;GW;PRE;-;CHNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCOELCHP301;Com Space Heat New Heat pump - NCO - ELC301;PJ;GW;PRE;-;CHNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCOELCHP401;Com Space Heat New Heat pump - NCO - ELC401;PJ;GW;PRE;-;CHNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCOGEO101;Com Space Heat New FC - NCO - GEO101;PJ;GW;PRE;-;CHNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCOGMX201;Com Space Heat New Boiler - NCO - GMX201;PJ;GW;PRE;-;CHNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCOGMX401;Com Space Heat New Boiler - NCO - GMX401;PJ;GW;PRE;-;CHNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCOGMXHP201;Com Space Heat New Heat Pump - NCO - GMX201;PJ;GW;PRE;-;CHNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCOGMXHP202;Com Space Heat New Heat Pump - NCO - GMX202;PJ;GW;PRE;-;CHNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCOLPGHP202;Com Space Heat New Heat Pump - NCO - LPG202;PJ;GW;PRE;-;CHNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCOOIL201;Com Space Heat New Boiler - NCO - OIL201;PJ;GW;PRE;-;CHNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CLIGNCOELC401;CLIGNCOELC401;PJ;GW;PRE;-;CLIGNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CLIGNCOELC501;CLIGNCOELC501;PJ;GW;PRE;-;CLIGNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCOELC101;Com Water Heat New Boiler - NCO - ELC101;PJ;GW;PRE;-;CWNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCOELCHP201;Com Water Heat New Boiler - NCO - ELC201;PJ;GW;PRE;-;CWNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCOGMX101;Com Water Heat New Boiler - NCO - GMX101;PJ;GW;PRE;-;CWNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCOLPG101;Com Water Heat New Boiler - NCO - LPG101;PJ;GW;PRE;-;CWNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCOOIL101;Com Water Heat New Boiler - NCO - OIL101;PJ;GW;PRE;-;CWNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCOPEL101;Com Water Heat New Boiler - NCO - PEL101;PJ;GW;PRE;-;CWNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCOSOL101;Com Water Heat New Boiler - NCO - SOL101;PJ;GW;PRE;-;CWNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCOSOLD101;Com Water Heat New Boiler with back up - NCO - OIL101;PJ;GW;PRE;-;CWNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCOSOLE101;Com Water Heat New Boiler with back up - NCO - ELC101;PJ;GW;PRE;-;CWNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCOSOLG101;Com Water Heat New Boiler with back up - NCO - GMX101;PJ;GW;PRE;-;CWNCO;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCNCSELC101;Com Space Cool New - NCS - ELC101;PJ;GW;PRE;-;CCNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCNCSELC201;Com Space Cool New - NCS - ELC201;PJ;GW;PRE;-;CCNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCNCSELC301;Com Space Cool New - NCS - ELC301;PJ;GW;PRE;-;CCNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCNCSELC401;Com Space Cool New - NCS - ELC401;PJ;GW;PRE;-;CCNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCNCSELCHP101;Com Space Cool New - NCS - ELC101;PJ;GW;PRE;-;CCNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCNCSGMXHP101;Com Space Cool New - NCS - GMX101;PJ;GW;PRE;-;CCNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCSELC101;Com Space Heat New Boiler - NCS - ELC101;PJ;GW;PRE;-;CHNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCSELC201;Com Space Heat New Boiler - NCS - ELC201;PJ;GW;PRE;-;CHNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCSELCHP201;Com Space Heat New heat pump - NCS - ELC201;PJ;GW;PRE;-;CHNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCSELCHP301;Com Space Heat New heat pump - NCS - ELC301;PJ;GW;PRE;-;CHNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCSELCHP401;Com Space Heat New heat pump - NCS - ELC401;PJ;GW;PRE;-;CHNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCSGEO101;Com Space Heat New FC - NCS - GEO101;PJ;GW;PRE;-;CHNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCSGMX201;Com Space Heat New Boiler - NCS - GMX201;PJ;GW;PRE;-;CHNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCSGMX401;Com Space Heat New Boiler - NCS - GMX401;PJ;GW;PRE;-;CHNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCSGMXHP201;Com Space Heat New Heat Pump - NCS - GMX201;PJ;GW;PRE;-;CHNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCSGMXHP202;Com Space Heat New Heat Pump - NCS - GMX202;PJ;GW;PRE;-;CHNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNCSLPG201;Com Space Heat New Boiler - NCS - LPG201;PJ;GW;PRE;-;CHNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CLIGNCSELC301;CLIGNCSELC301;PJ;GW;PRE;-;CLIGNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CLIGNCSELC401;CLIGNCSELC401;PJ;GW;PRE;-;CLIGNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CLIGNCSELC501;CLIGNCSELC501;PJ;GW;PRE;-;CLIGNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCSELC101;Com Water Heat New Boiler - NCS - ELC101;PJ;GW;PRE;-;CWNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCSELCHP201;Com Water Heat New Boiler - NCS - ELC201;PJ;GW;PRE;-;CWNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCSGEO101;Com Water Heat New Boiler - NCS - GEO101;PJ;GW;PRE;-;CWNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCSGMX101;Com Water Heat New Boiler - NCS - GMX101;PJ;GW;PRE;-;CWNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCSLPG101;Com Water Heat New Boiler - NCS - LPG101;PJ;GW;PRE;-;CWNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCSOIL101;Com Water Heat New Boiler - NCS - OIL101;PJ;GW;PRE;-;CWNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCSPEL101;Com Water Heat New Boiler - NCS - PEL101;PJ;GW;PRE;-;CWNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCSSOL101;Com Water Heat New Boiler - NCS - SOL101;PJ;GW;PRE;-;CWNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCSSOLD101;Com Water Heat New Boiler with back up - NCS - OIL101;PJ;GW;PRE;-;CWNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCSSOLE101;Com Water Heat New Boiler with back up - NCS - ELC101;PJ;GW;PRE;-;CWNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNCSSOLG101;Com Water Heat New Boiler with back up - NCS - GMX101;PJ;GW;PRE;-;CWNCS;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCNDATAELC101;Com Space Cool New - NDATA - ELC101;PJ;GW;PRE;-;CCNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCNDATAELC201;Com Space Cool New - NDATA - ELC201;PJ;GW;PRE;-;CCNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCNDATAELC301;Com Space Cool New - NDATA - ELC301;PJ;GW;PRE;-;CCNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCNDATAELC401;Com Space Cool New - NDATA - ELC401;PJ;GW;PRE;-;CCNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCNDATAELCHP101;Com Space Cool New - NDATA - ELC101;PJ;GW;PRE;-;CCNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CCNDATAGMXHP101;Com Space Cool New - NDATA - GMX101;PJ;GW;PRE;-;CCNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNDATAELC101;Com Space Heat New Boiler - NDATA - ELC101;PJ;GW;PRE;-;CHNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNDATAELC201;Com Space Heat New Boiler - NDATA - ELC201;PJ;GW;PRE;-;CHNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNDATAELCHP201;Com Space Heat New Heat pump - NDATA - ELC201;PJ;GW;PRE;-;CHNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNDATAELCHP301;Com Space Heat New Heat pump - NDATA - ELC301;PJ;GW;PRE;-;CHNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNDATAELCHP401;Com Space Heat New Heat pump - NDATA - ELC401;PJ;GW;PRE;-;CHNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNDATAGEO101;Com Space Heat New FC - NDATA - GEO101;PJ;GW;PRE;-;CHNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNDATAGMX201;Com Space Heat New Boiler - NDATA - GMX201;PJ;GW;PRE;-;CHNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNDATAGMX401;Com Space Heat New Boiler - NDATA - GMX401;PJ;GW;PRE;-;CHNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNDATAGMXHP201;Com Space Heat New Heat Pump - NDATA - GMX201;PJ;GW;PRE;-;CHNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNDATAGMXHP202;Com Space Heat New Heat Pump - NDATA - GMX202;PJ;GW;PRE;-;CHNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNDATALPG201;Com Space Heat New Boiler - NDATA - LPG201;PJ;GW;PRE;-;CHNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CHNDATALPGHP202;Com Space Heat New Heat Pump - NDATA - LPG202;PJ;GW;PRE;-;CHNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CLIGNDATAELC301;CLIGNDATAELC301;PJ;GW;PRE;-;CLIGNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CLIGNDATAELC401;CLIGNDATAELC401;PJ;GW;PRE;-;CLIGNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CLIGNDATAELC501;CLIGNDATAELC501;PJ;GW;PRE;-;CLIGNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNDATAELC101;Com Water Heat New Boiler - NDATA - ELC101;PJ;GW;PRE;-;CWNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNDATAELCHP201;Com Water Heat New Boiler - NDATA - ELC201;PJ;GW;PRE;-;CWNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNDATAGMX101;Com Water Heat New Boiler - NDATA - GMX101;PJ;GW;PRE;-;CWNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNDATALPG101;Com Water Heat New Boiler - NDATA - LPG101;PJ;GW;PRE;-;CWNDATA;ANNUAL;0,00
COM-NewTechs_V02;RW;COM;.PRE.;CWNDATAOIL101;Com Water Heat New Boiler - NDATA - OIL101;PJ;GW;PRE;-;CWNDATA;ANNUAL;0,00
IND-NewTechs_TEST;RW;IND;.DMD.;IBKSTDPRO01;IBK.bricks.production.standard.01;MT;MT;DMD;-;IBK;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.DMD.;ICESTDPRO01;ICE.Ceramics.production.standard.01;MT;MT;DMD;-;ICE;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.DMD.;IGFFLATGL01;IGF.glass production.01;MT;MT;DMD;-;IGF;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.DMD.;IGFFLATGLCC01;IGF.glass production.02;MT;MT;DMD;-;IGF;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.DMD.;IGFFLATHHCC01;IGF.glass production.04;MT;MT;DMD;-;IGF;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.DMD.;IGFFLATOXYCC01;IGF.glass production.03;MT;MT;DMD;-;IGF;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.DMD.;IGHHOLLOW01;IGH.glass production.01;MT;MT;DMD;-;IGH;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.DMD.;IGHHOLLOWCC01;IGH.glass production.02;MT;MT;DMD;-;IGH;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.DMD.;IGHHOLLOWELC01;IGH.glass production.04;MT;MT;DMD;-;IGH;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.DMD.;IGHHOLLOWHH10;IGH.glass production.05;MT;MT;DMD;-;IGH;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.DMD.;IGHHOLLOWOXYCC01;IGH.glass production.03;MT;MT;DMD;-;IGH;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.DMD.;IGHOTCO201;IGO.fiberglassproduction.02;MT;MT;DMD;-;IGO;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.DMD.;IGHOTELC01;IGO.fiberglassproduction.04;MT;MT;DMD;-;IGO;ANNUAL;1,00
IND-NewTechs_TEST;RW;IND;.DMD.;IGHOTHH201;IGO.fiberglassproduction.05;MT;MT;DMD;-;IGO;ANNUAL;1,00
